Testname,Listener,Type,Source,Target,Algorithm,Ratingscore
SiSEC08,Listener_48,music,wdrums,bass,Algo30,60
SiSEC08,Listener_48,music,wdrums,bass,Algo32,20
SiSEC08,Listener_48,music,wdrums,bass,Algo34,12
SiSEC08,Listener_48,music,wdrums,bass,anchor,7
SiSEC08,Listener_50,speech,female,dialog1,orig,100
SiSEC08,Listener_50,speech,female,dialog1,Algo8,38
SiSEC08,Listener_50,speech,female,dialog1,Algo21,41
SiSEC08,Listener_50,speech,female,dialog1,Algo22,44
SiSEC08,Listener_50,speech,female,dialog1,Algo24,40
SiSEC08,Listener_50,speech,female,dialog1,Algo25,25
SiSEC08,Listener_50,speech,female,dialog1,Algo27,40
SiSEC08,Listener_50,speech,female,dialog1,Algo30,41
SiSEC08,Listener_50,speech,female,dialog1,Algo32,15
SiSEC08,Listener_50,speech,female,dialog1,Algo34,20
SiSEC08,Listener_50,speech,female,dialog1,anchor,13
SiSEC08,Listener_50,speech,female,dialog2,orig,100
SiSEC08,Listener_50,speech,female,dialog2,Algo8,34
SiSEC08,Listener_50,speech,female,dialog2,Algo21,25
SiSEC08,Listener_50,speech,female,dialog2,Algo22,33
SiSEC08,Listener_50,speech,female,dialog2,Algo24,36
SiSEC08,Listener_50,speech,female,dialog2,Algo25,26
SiSEC08,Listener_50,speech,female,dialog2,Algo27,30
SiSEC08,Listener_50,speech,female,dialog2,Algo30,26
SiSEC08,Listener_50,speech,female,dialog2,Algo32,13
SiSEC08,Listener_50,speech,female,dialog2,Algo34,21
SiSEC08,Listener_50,speech,female,dialog2,anchor,13
SiSEC08,Listener_50,speech,female,dialog3,orig,100
SiSEC08,Listener_50,speech,female,dialog3,Algo8,32
SiSEC08,Listener_50,speech,female,dialog3,Algo21,35
SiSEC08,Listener_50,speech,female,dialog3,Algo22,38
SiSEC08,Listener_50,speech,female,dialog3,Algo24,39
SiSEC08,Listener_50,speech,female,dialog3,Algo25,29
SiSEC08,Listener_50,speech,female,dialog3,Algo27,38
SiSEC08,Listener_50,speech,female,dialog3,Algo30,39
SiSEC08,Listener_50,speech,female,dialog3,Algo32,13
SiSEC08,Listener_50,speech,female,dialog3,Algo34,23
SiSEC08,Listener_50,speech,female,dialog3,anchor,10
SiSEC08,Listener_50,speech,female,dialog4,orig,100
SiSEC08,Listener_50,speech,female,dialog4,Algo8,34
SiSEC08,Listener_50,speech,female,dialog4,Algo21,34
SiSEC08,Listener_50,speech,female,dialog4,Algo22,35
SiSEC08,Listener_50,speech,female,dialog4,Algo24,35
SiSEC08,Listener_50,speech,female,dialog4,Algo25,27
SiSEC08,Listener_50,speech,female,dialog4,Algo27,34
SiSEC08,Listener_50,speech,female,dialog4,Algo30,35
SiSEC08,Listener_50,speech,female,dialog4,Algo32,10
SiSEC08,Listener_50,speech,female,dialog4,Algo34,27
SiSEC08,Listener_50,speech,female,dialog4,anchor,10
SiSEC08,Listener_50,speech,male,dialog5,orig,100
SiSEC08,Listener_50,speech,male,dialog5,Algo8,52
SiSEC08,Listener_50,speech,male,dialog5,Algo21,49
SiSEC08,Listener_50,speech,male,dialog5,Algo22,53
SiSEC08,Listener_50,speech,male,dialog5,Algo24,53
SiSEC08,Listener_50,speech,male,dialog5,Algo25,41
SiSEC08,Listener_50,speech,male,dialog5,Algo27,49
SiSEC08,Listener_50,speech,male,dialog5,Algo30,53
SiSEC08,Listener_50,speech,male,dialog5,Algo32,28
SiSEC08,Listener_50,speech,male,dialog5,Algo34,41
SiSEC08,Listener_50,speech,male,dialog5,anchor,20
SiSEC08,Listener_50,speech,male,dialog6,orig,100
SiSEC08,Listener_50,speech,male,dialog6,Algo8,37
SiSEC08,Listener_50,speech,male,dialog6,Algo21,31
SiSEC08,Listener_50,speech,male,dialog6,Algo22,35
SiSEC08,Listener_50,speech,male,dialog6,Algo24,35
SiSEC08,Listener_50,speech,male,dialog6,Algo25,31
SiSEC08,Listener_50,speech,male,dialog6,Algo27,37
SiSEC08,Listener_50,speech,male,dialog6,Algo30,35
SiSEC08,Listener_50,speech,male,dialog6,Algo32,24
SiSEC08,Listener_50,speech,male,dialog6,Algo34,30
SiSEC08,Listener_50,speech,male,dialog6,anchor,20
SiSEC08,Listener_50,speech,male,dialog7,orig,100
SiSEC08,Listener_50,speech,male,dialog7,Algo8,41
SiSEC08,Listener_50,speech,male,dialog7,Algo21,37
SiSEC08,Listener_50,speech,male,dialog7,Algo22,46
SiSEC08,Listener_50,speech,male,dialog7,Algo24,37
SiSEC08,Listener_50,speech,male,dialog7,Algo25,35
SiSEC08,Listener_50,speech,male,dialog7,Algo27,36
SiSEC08,Listener_50,speech,male,dialog7,Algo30,41
SiSEC08,Listener_50,speech,male,dialog7,Algo32,23
SiSEC08,Listener_50,speech,male,dialog7,Algo34,35
SiSEC08,Listener_50,speech,male,dialog7,anchor,20
SiSEC08,Listener_50,speech,male,dialog8,orig,100
SiSEC08,Listener_50,speech,male,dialog8,Algo8,47
SiSEC08,Listener_50,speech,male,dialog8,Algo21,46
SiSEC08,Listener_50,speech,male,dialog8,Algo22,52
SiSEC08,Listener_50,speech,male,dialog8,Algo24,47
SiSEC08,Listener_50,speech,male,dialog8,Algo25,31
SiSEC08,Listener_50,speech,male,dialog8,Algo27,47
SiSEC08,Listener_50,speech,male,dialog8,Algo30,47
SiSEC08,Listener_50,speech,male,dialog8,Algo32,25
SiSEC08,Listener_50,speech,male,dialog8,Algo34,27
SiSEC08,Listener_50,speech,male,dialog8,anchor,20
SiSEC08,Listener_50,music,nodrums,ebass,orig,100
SiSEC08,Listener_50,music,nodrums,ebass,Algo8,36
SiSEC08,Listener_50,music,nodrums,ebass,Algo21,36
SiSEC08,Listener_50,music,nodrums,ebass,Algo22,67
SiSEC08,Listener_50,music,nodrums,ebass,Algo24,37
SiSEC08,Listener_50,music,nodrums,ebass,Algo25,33
SiSEC08,Listener_50,music,nodrums,ebass,Algo27,36
SiSEC08,Listener_50,music,nodrums,ebass,Algo30,45
SiSEC08,Listener_50,music,nodrums,ebass,Algo32,20
SiSEC08,Listener_50,music,nodrums,ebass,Algo34,14
SiSEC08,Listener_50,music,nodrums,ebass,anchor,11
SiSEC08,Listener_50,music,nodrums,eguitar,orig,100
SiSEC08,Listener_50,music,nodrums,eguitar,Algo8,42
SiSEC08,Listener_50,music,nodrums,eguitar,Algo21,33
SiSEC08,Listener_50,music,nodrums,eguitar,Algo22,56
SiSEC08,Listener_50,music,nodrums,eguitar,Algo24,36
SiSEC08,Listener_50,music,nodrums,eguitar,Algo25,32
SiSEC08,Listener_50,music,nodrums,eguitar,Algo27,43
SiSEC08,Listener_50,music,nodrums,eguitar,Algo30,36
SiSEC08,Listener_50,music,nodrums,eguitar,Algo32,24
SiSEC08,Listener_50,music,nodrums,eguitar,Algo34,5
SiSEC08,Listener_50,music,nodrums,eguitar,anchor,10
SiSEC08,Listener_50,music,nodrums,aguitar,orig,99
SiSEC08,Listener_50,music,nodrums,aguitar,Algo8,99
SiSEC08,Listener_50,music,nodrums,aguitar,Algo21,87
SiSEC08,Listener_50,music,nodrums,aguitar,Algo22,100
SiSEC08,Listener_50,music,nodrums,aguitar,Algo24,44
SiSEC08,Listener_50,music,nodrums,aguitar,Algo25,31
SiSEC08,Listener_50,music,nodrums,aguitar,Algo27,99
SiSEC08,Listener_50,music,nodrums,aguitar,Algo30,96
SiSEC08,Listener_50,music,nodrums,aguitar,Algo32,17
SiSEC08,Listener_50,music,nodrums,aguitar,Algo34,2
SiSEC08,Listener_50,music,nodrums,aguitar,anchor,10
SiSEC08,Listener_50,music,wdrums,hat,orig,100
SiSEC08,Listener_50,music,wdrums,hat,Algo8,35
SiSEC08,Listener_50,music,wdrums,hat,Algo21,35
SiSEC08,Listener_50,music,wdrums,hat,Algo22,44
SiSEC08,Listener_50,music,wdrums,hat,Algo24,41
SiSEC08,Listener_50,music,wdrums,hat,Algo25,35
SiSEC08,Listener_50,music,wdrums,hat,Algo27,39
SiSEC08,Listener_50,music,wdrums,hat,Algo30,48
SiSEC08,Listener_50,music,wdrums,hat,Algo32,41
SiSEC08,Listener_50,music,wdrums,hat,Algo34,33
SiSEC08,Listener_50,music,wdrums,hat,anchor,20
SiSEC08,Listener_50,music,wdrums,kicksnare,orig,100
SiSEC08,Listener_50,music,wdrums,kicksnare,Algo8,30
SiSEC08,Listener_50,music,wdrums,kicksnare,Algo21,46
SiSEC08,Listener_50,music,wdrums,kicksnare,Algo22,42
SiSEC08,Listener_50,music,wdrums,kicksnare,Algo24,40
SiSEC08,Listener_50,music,wdrums,kicksnare,Algo25,25
SiSEC08,Listener_50,music,wdrums,kicksnare,Algo27,25
SiSEC08,Listener_50,music,wdrums,kicksnare,Algo30,43
SiSEC08,Listener_50,music,wdrums,kicksnare,Algo32,35
SiSEC08,Listener_50,music,wdrums,kicksnare,Algo34,36
SiSEC08,Listener_50,music,wdrums,kicksnare,anchor,21
SiSEC08,Listener_50,music,wdrums,bass,orig,100
SiSEC08,Listener_50,music,wdrums,bass,Algo8,51
SiSEC08,Listener_50,music,wdrums,bass,Algo21,51
SiSEC08,Listener_50,music,wdrums,bass,Algo22,69
SiSEC08,Listener_50,music,wdrums,bass,Algo24,56
SiSEC08,Listener_50,music,wdrums,bass,Algo25,34
SiSEC08,Listener_50,music,wdrums,bass,Algo27,51
SiSEC08,Listener_50,music,wdrums,bass,Algo30,51
SiSEC08,Listener_50,music,wdrums,bass,Algo32,41
SiSEC08,Listener_50,music,wdrums,bass,Algo34,34
SiSEC08,Listener_50,music,wdrums,bass,anchor,21
SiSEC08,Listener_51,speech,female,dialog1,orig,100
SiSEC08,Listener_51,speech,female,dialog1,Algo8,54
SiSEC08,Listener_51,speech,female,dialog1,Algo21,67
SiSEC08,Listener_51,speech,female,dialog1,Algo22,72
SiSEC08,Listener_51,speech,female,dialog1,Algo24,75
SiSEC08,Listener_51,speech,female,dialog1,Algo25,15
SiSEC08,Listener_51,speech,female,dialog1,Algo27,56
SiSEC08,Listener_51,speech,female,dialog1,Algo30,64
SiSEC08,Listener_51,speech,female,dialog1,Algo32,26
SiSEC08,Listener_51,speech,female,dialog1,Algo34,15
SiSEC08,Listener_51,speech,female,dialog1,anchor,0
SiSEC08,Listener_51,speech,female,dialog2,orig,100
SiSEC08,Listener_51,speech,female,dialog2,Algo8,26
SiSEC08,Listener_51,speech,female,dialog2,Algo21,16
SiSEC08,Listener_51,speech,female,dialog2,Algo22,42
SiSEC08,Listener_51,speech,female,dialog2,Algo24,31
SiSEC08,Listener_51,speech,female,dialog2,Algo25,23
SiSEC08,Listener_51,speech,female,dialog2,Algo27,26
SiSEC08,Listener_51,speech,female,dialog2,Algo30,30
SiSEC08,Listener_51,speech,female,dialog2,Algo32,2
SiSEC08,Listener_51,speech,female,dialog2,Algo34,8
SiSEC08,Listener_51,speech,female,dialog2,anchor,0
SiSEC08,Listener_51,speech,female,dialog3,orig,100
SiSEC08,Listener_51,speech,female,dialog3,Algo8,28
SiSEC08,Listener_51,speech,female,dialog3,Algo21,7
SiSEC08,Listener_51,speech,female,dialog3,Algo22,45
SiSEC08,Listener_51,speech,female,dialog3,Algo24,26
SiSEC08,Listener_51,speech,female,dialog3,Algo25,4
SiSEC08,Listener_51,speech,female,dialog3,Algo27,31
SiSEC08,Listener_51,speech,female,dialog3,Algo30,30
SiSEC08,Listener_51,speech,female,dialog3,Algo32,3
SiSEC08,Listener_51,speech,female,dialog3,Algo34,14
SiSEC08,Listener_51,speech,female,dialog3,anchor,0
SiSEC08,Listener_51,speech,female,dialog4,orig,100
SiSEC08,Listener_51,speech,female,dialog4,Algo8,53
SiSEC08,Listener_51,speech,female,dialog4,Algo21,54
SiSEC08,Listener_51,speech,female,dialog4,Algo22,51
SiSEC08,Listener_51,speech,female,dialog4,Algo24,50
SiSEC08,Listener_51,speech,female,dialog4,Algo25,5
SiSEC08,Listener_51,speech,female,dialog4,Algo27,50
SiSEC08,Listener_51,speech,female,dialog4,Algo30,50
SiSEC08,Listener_51,speech,female,dialog4,Algo32,30
SiSEC08,Listener_51,speech,female,dialog4,Algo34,12
SiSEC08,Listener_51,speech,female,dialog4,anchor,0
SiSEC08,Listener_51,speech,male,dialog5,orig,100
SiSEC08,Listener_51,speech,male,dialog5,Algo8,57
SiSEC08,Listener_51,speech,male,dialog5,Algo21,55
SiSEC08,Listener_51,speech,male,dialog5,Algo22,60
SiSEC08,Listener_51,speech,male,dialog5,Algo24,57
SiSEC08,Listener_51,speech,male,dialog5,Algo25,36
SiSEC08,Listener_51,speech,male,dialog5,Algo27,54
SiSEC08,Listener_51,speech,male,dialog5,Algo30,54
SiSEC08,Listener_51,speech,male,dialog5,Algo32,10
SiSEC08,Listener_51,speech,male,dialog5,Algo34,27
SiSEC08,Listener_51,speech,male,dialog5,anchor,0
SiSEC08,Listener_51,speech,male,dialog6,orig,100
SiSEC08,Listener_51,speech,male,dialog6,Algo8,27
SiSEC08,Listener_51,speech,male,dialog6,Algo21,7
SiSEC08,Listener_51,speech,male,dialog6,Algo22,19
SiSEC08,Listener_51,speech,male,dialog6,Algo24,28
SiSEC08,Listener_51,speech,male,dialog6,Algo25,10
SiSEC08,Listener_51,speech,male,dialog6,Algo27,17
SiSEC08,Listener_51,speech,male,dialog6,Algo30,30
SiSEC08,Listener_51,speech,male,dialog6,Algo32,4
SiSEC08,Listener_51,speech,male,dialog6,Algo34,10
SiSEC08,Listener_51,speech,male,dialog6,anchor,0
SiSEC08,Listener_51,speech,male,dialog7,orig,100
SiSEC08,Listener_51,speech,male,dialog7,Algo8,30
SiSEC08,Listener_51,speech,male,dialog7,Algo21,22
SiSEC08,Listener_51,speech,male,dialog7,Algo22,40
SiSEC08,Listener_51,speech,male,dialog7,Algo24,25
SiSEC08,Listener_51,speech,male,dialog7,Algo25,7
SiSEC08,Listener_51,speech,male,dialog7,Algo27,20
SiSEC08,Listener_51,speech,male,dialog7,Algo30,29
SiSEC08,Listener_51,speech,male,dialog7,Algo32,3
SiSEC08,Listener_51,speech,male,dialog7,Algo34,13
SiSEC08,Listener_51,speech,male,dialog7,anchor,0
SiSEC08,Listener_51,speech,male,dialog8,orig,100
SiSEC08,Listener_51,speech,male,dialog8,Algo8,38
SiSEC08,Listener_51,speech,male,dialog8,Algo21,36
SiSEC08,Listener_51,speech,male,dialog8,Algo22,45
SiSEC08,Listener_51,speech,male,dialog8,Algo24,39
SiSEC08,Listener_51,speech,male,dialog8,Algo25,17
SiSEC08,Listener_51,speech,male,dialog8,Algo27,36
SiSEC08,Listener_51,speech,male,dialog8,Algo30,39
SiSEC08,Listener_51,speech,male,dialog8,Algo32,11
SiSEC08,Listener_51,speech,male,dialog8,Algo34,19
SiSEC08,Listener_51,speech,male,dialog8,anchor,0
SiSEC08,Listener_51,music,nodrums,ebass,orig,100
SiSEC08,Listener_51,music,nodrums,ebass,Algo8,35
SiSEC08,Listener_51,music,nodrums,ebass,Algo21,35
SiSEC08,Listener_51,music,nodrums,ebass,Algo22,66
SiSEC08,Listener_51,music,nodrums,ebass,Algo24,30
SiSEC08,Listener_51,music,nodrums,ebass,Algo25,14
SiSEC08,Listener_51,music,nodrums,ebass,Algo27,46
SiSEC08,Listener_51,music,nodrums,ebass,Algo30,42
SiSEC08,Listener_51,music,nodrums,ebass,Algo32,6
SiSEC08,Listener_51,music,nodrums,ebass,Algo34,22
SiSEC08,Listener_51,music,nodrums,ebass,anchor,0
SiSEC08,Listener_51,music,nodrums,eguitar,orig,100
SiSEC08,Listener_51,music,nodrums,eguitar,Algo8,33
SiSEC08,Listener_51,music,nodrums,eguitar,Algo21,17
SiSEC08,Listener_51,music,nodrums,eguitar,Algo22,53
SiSEC08,Listener_51,music,nodrums,eguitar,Algo24,43
SiSEC08,Listener_51,music,nodrums,eguitar,Algo25,27
SiSEC08,Listener_51,music,nodrums,eguitar,Algo27,36
SiSEC08,Listener_51,music,nodrums,eguitar,Algo30,48
SiSEC08,Listener_51,music,nodrums,eguitar,Algo32,2
SiSEC08,Listener_51,music,nodrums,eguitar,Algo34,1
SiSEC08,Listener_51,music,nodrums,eguitar,anchor,0
SiSEC08,Listener_51,music,nodrums,aguitar,orig,100
SiSEC08,Listener_51,music,nodrums,aguitar,Algo8,88
SiSEC08,Listener_51,music,nodrums,aguitar,Algo21,84
SiSEC08,Listener_51,music,nodrums,aguitar,Algo22,99
SiSEC08,Listener_51,music,nodrums,aguitar,Algo24,74
SiSEC08,Listener_51,music,nodrums,aguitar,Algo25,28
SiSEC08,Listener_51,music,nodrums,aguitar,Algo27,88
SiSEC08,Listener_51,music,nodrums,aguitar,Algo30,85
SiSEC08,Listener_51,music,nodrums,aguitar,Algo32,8
SiSEC08,Listener_51,music,nodrums,aguitar,Algo34,6
SiSEC08,Listener_51,music,nodrums,aguitar,anchor,0
SiSEC08,Listener_51,music,wdrums,hat,orig,100
SiSEC08,Listener_51,music,wdrums,hat,Algo8,39
SiSEC08,Listener_51,music,wdrums,hat,Algo21,29
SiSEC08,Listener_51,music,wdrums,hat,Algo22,53
SiSEC08,Listener_51,music,wdrums,hat,Algo24,10
SiSEC08,Listener_51,music,wdrums,hat,Algo25,8
SiSEC08,Listener_51,music,wdrums,hat,Algo27,18
SiSEC08,Listener_51,music,wdrums,hat,Algo30,33
SiSEC08,Listener_51,music,wdrums,hat,Algo32,42
SiSEC08,Listener_51,music,wdrums,hat,Algo34,3
SiSEC08,Listener_51,music,wdrums,hat,anchor,0
SiSEC08,Listener_51,music,wdrums,kicksnare,orig,100
SiSEC08,Listener_51,music,wdrums,kicksnare,Algo8,10
SiSEC08,Listener_51,music,wdrums,kicksnare,Algo21,50
SiSEC08,Listener_51,music,wdrums,kicksnare,Algo22,47
SiSEC08,Listener_51,music,wdrums,kicksnare,Algo24,29
SiSEC08,Listener_51,music,wdrums,kicksnare,Algo25,4
SiSEC08,Listener_51,music,wdrums,kicksnare,Algo27,16
SiSEC08,Listener_51,music,wdrums,kicksnare,Algo30,43
SiSEC08,Listener_51,music,wdrums,kicksnare,Algo32,37
SiSEC08,Listener_51,music,wdrums,kicksnare,Algo34,25
SiSEC08,Listener_51,music,wdrums,kicksnare,anchor,0
SiSEC08,Listener_51,music,wdrums,bass,orig,100
SiSEC08,Listener_51,music,wdrums,bass,Algo8,64
SiSEC08,Listener_51,music,wdrums,bass,Algo21,66
SiSEC08,Listener_51,music,wdrums,bass,Algo22,76
SiSEC08,Listener_51,music,wdrums,bass,Algo24,59
SiSEC08,Listener_51,music,wdrums,bass,Algo25,7
SiSEC08,Listener_51,music,wdrums,bass,Algo27,67
SiSEC08,Listener_51,music,wdrums,bass,Algo30,69
SiSEC08,Listener_51,music,wdrums,bass,Algo32,29
SiSEC08,Listener_51,music,wdrums,bass,Algo34,7
SiSEC08,Listener_51,music,wdrums,bass,anchor,0
SiSEC08,Listener_53,speech,female,dialog1,orig,100
SiSEC08,Listener_53,speech,female,dialog1,Algo8,50
SiSEC08,Listener_53,speech,female,dialog1,Algo21,48
SiSEC08,Listener_53,speech,female,dialog1,Algo22,48
SiSEC08,Listener_53,speech,female,dialog1,Algo24,50
SiSEC08,Listener_53,speech,female,dialog1,Algo25,32
SiSEC08,Listener_53,speech,female,dialog1,Algo27,44
SiSEC08,Listener_53,speech,female,dialog1,Algo30,46
SiSEC08,Listener_53,speech,female,dialog1,Algo32,28
SiSEC08,Listener_53,speech,female,dialog1,Algo34,34
SiSEC08,Listener_53,speech,female,dialog1,anchor,20
SiSEC08,Listener_53,speech,female,dialog2,orig,100
SiSEC08,Listener_53,speech,female,dialog2,Algo8,36
SiSEC08,Listener_53,speech,female,dialog2,Algo21,34
SiSEC08,Listener_53,speech,female,dialog2,Algo22,42
SiSEC08,Listener_53,speech,female,dialog2,Algo24,36
SiSEC08,Listener_53,speech,female,dialog2,Algo25,28
SiSEC08,Listener_53,speech,female,dialog2,Algo27,32
SiSEC08,Listener_53,speech,female,dialog2,Algo30,32
SiSEC08,Listener_53,speech,female,dialog2,Algo32,22
SiSEC08,Listener_53,speech,female,dialog2,Algo34,26
SiSEC08,Listener_53,speech,female,dialog2,anchor,18
SiSEC08,Listener_53,speech,female,dialog3,orig,100
SiSEC08,Listener_53,speech,female,dialog3,Algo8,40
SiSEC08,Listener_53,speech,female,dialog3,Algo21,38
SiSEC08,Listener_53,speech,female,dialog3,Algo22,44
SiSEC08,Listener_53,speech,female,dialog3,Algo24,38
SiSEC08,Listener_53,speech,female,dialog3,Algo25,30
SiSEC08,Listener_53,speech,female,dialog3,Algo27,40
SiSEC08,Listener_53,speech,female,dialog3,Algo30,42
SiSEC08,Listener_53,speech,female,dialog3,Algo32,26
SiSEC08,Listener_53,speech,female,dialog3,Algo34,32
SiSEC08,Listener_53,speech,female,dialog3,anchor,20
SiSEC08,Listener_53,speech,female,dialog4,orig,100
SiSEC08,Listener_53,speech,female,dialog4,Algo8,39
SiSEC08,Listener_53,speech,female,dialog4,Algo21,40
SiSEC08,Listener_53,speech,female,dialog4,Algo22,44
SiSEC08,Listener_53,speech,female,dialog4,Algo24,48
SiSEC08,Listener_53,speech,female,dialog4,Algo25,28
SiSEC08,Listener_53,speech,female,dialog4,Algo27,42
SiSEC08,Listener_53,speech,female,dialog4,Algo30,42
SiSEC08,Listener_53,speech,female,dialog4,Algo32,26
SiSEC08,Listener_53,speech,female,dialog4,Algo34,30
SiSEC08,Listener_53,speech,female,dialog4,anchor,20
SiSEC08,Listener_53,speech,male,dialog5,orig,100
SiSEC08,Listener_53,speech,male,dialog5,Algo8,42
SiSEC08,Listener_53,speech,male,dialog5,Algo21,40
SiSEC08,Listener_53,speech,male,dialog5,Algo22,44
SiSEC08,Listener_53,speech,male,dialog5,Algo24,44
SiSEC08,Listener_53,speech,male,dialog5,Algo25,34
SiSEC08,Listener_53,speech,male,dialog5,Algo27,42
SiSEC08,Listener_53,speech,male,dialog5,Algo30,42
SiSEC08,Listener_53,speech,male,dialog5,Algo32,32
SiSEC08,Listener_53,speech,male,dialog5,Algo34,34
SiSEC08,Listener_53,speech,male,dialog5,anchor,20
SiSEC08,Listener_53,speech,male,dialog6,orig,100
SiSEC08,Listener_53,speech,male,dialog6,Algo8,26
SiSEC08,Listener_53,speech,male,dialog6,Algo21,30
SiSEC08,Listener_53,speech,male,dialog6,Algo22,36
SiSEC08,Listener_53,speech,male,dialog6,Algo24,32
SiSEC08,Listener_53,speech,male,dialog6,Algo25,24
SiSEC08,Listener_53,speech,male,dialog6,Algo27,30
SiSEC08,Listener_53,speech,male,dialog6,Algo30,34
SiSEC08,Listener_53,speech,male,dialog6,Algo32,22
SiSEC08,Listener_53,speech,male,dialog6,Algo34,24
SiSEC08,Listener_53,speech,male,dialog6,anchor,18
SiSEC08,Listener_53,speech,male,dialog7,orig,100
SiSEC08,Listener_53,speech,male,dialog7,Algo8,32
SiSEC08,Listener_53,speech,male,dialog7,Algo21,32
SiSEC08,Listener_53,speech,male,dialog7,Algo22,36
SiSEC08,Listener_53,speech,male,dialog7,Algo24,26
SiSEC08,Listener_53,speech,male,dialog7,Algo25,30
SiSEC08,Listener_53,speech,male,dialog7,Algo27,34
SiSEC08,Listener_53,speech,male,dialog7,Algo30,32
SiSEC08,Listener_53,speech,male,dialog7,Algo32,22
SiSEC08,Listener_53,speech,male,dialog7,Algo34,26
SiSEC08,Listener_53,speech,male,dialog7,anchor,16
SiSEC08,Listener_53,speech,male,dialog8,orig,100
SiSEC08,Listener_53,speech,male,dialog8,Algo8,38
SiSEC08,Listener_53,speech,male,dialog8,Algo21,36
SiSEC08,Listener_53,speech,male,dialog8,Algo22,46
SiSEC08,Listener_53,speech,male,dialog8,Algo24,44
SiSEC08,Listener_53,speech,male,dialog8,Algo25,30
SiSEC08,Listener_53,speech,male,dialog8,Algo27,42
SiSEC08,Listener_53,speech,male,dialog8,Algo30,42
SiSEC08,Listener_53,speech,male,dialog8,Algo32,28
SiSEC08,Listener_53,speech,male,dialog8,Algo34,32
SiSEC08,Listener_53,speech,male,dialog8,anchor,18
SiSEC08,Listener_53,music,nodrums,ebass,orig,100
SiSEC08,Listener_53,music,nodrums,ebass,Algo8,38
SiSEC08,Listener_53,music,nodrums,ebass,Algo21,36
SiSEC08,Listener_53,music,nodrums,ebass,Algo22,54
SiSEC08,Listener_53,music,nodrums,ebass,Algo24,30
SiSEC08,Listener_53,music,nodrums,ebass,Algo25,32
SiSEC08,Listener_53,music,nodrums,ebass,Algo27,28
SiSEC08,Listener_53,music,nodrums,ebass,Algo30,32
SiSEC08,Listener_53,music,nodrums,ebass,Algo32,26
SiSEC08,Listener_53,music,nodrums,ebass,Algo34,22
SiSEC08,Listener_53,music,nodrums,ebass,anchor,18
SiSEC08,Listener_53,music,nodrums,eguitar,orig,100
SiSEC08,Listener_53,music,nodrums,eguitar,Algo8,34
SiSEC08,Listener_53,music,nodrums,eguitar,Algo21,34
SiSEC08,Listener_53,music,nodrums,eguitar,Algo22,46
SiSEC08,Listener_53,music,nodrums,eguitar,Algo24,32
SiSEC08,Listener_53,music,nodrums,eguitar,Algo25,32
SiSEC08,Listener_53,music,nodrums,eguitar,Algo27,36
SiSEC08,Listener_53,music,nodrums,eguitar,Algo30,42
SiSEC08,Listener_53,music,nodrums,eguitar,Algo32,24
SiSEC08,Listener_53,music,nodrums,eguitar,Algo34,20
SiSEC08,Listener_53,music,nodrums,eguitar,anchor,18
SiSEC08,Listener_53,music,nodrums,aguitar,orig,100
SiSEC08,Listener_53,music,nodrums,aguitar,Algo8,78
SiSEC08,Listener_53,music,nodrums,aguitar,Algo21,78
SiSEC08,Listener_53,music,nodrums,aguitar,Algo22,76
SiSEC08,Listener_53,music,nodrums,aguitar,Algo24,70
SiSEC08,Listener_53,music,nodrums,aguitar,Algo25,40
SiSEC08,Listener_53,music,nodrums,aguitar,Algo27,80
SiSEC08,Listener_53,music,nodrums,aguitar,Algo30,84
SiSEC08,Listener_53,music,nodrums,aguitar,Algo32,28
SiSEC08,Listener_53,music,nodrums,aguitar,Algo34,20
SiSEC08,Listener_53,music,nodrums,aguitar,anchor,18
SiSEC08,Listener_53,music,wdrums,hat,orig,100
SiSEC08,Listener_53,music,wdrums,hat,Algo8,40
SiSEC08,Listener_53,music,wdrums,hat,Algo21,52
SiSEC08,Listener_53,music,wdrums,hat,Algo22,48
SiSEC08,Listener_53,music,wdrums,hat,Algo24,44
SiSEC08,Listener_53,music,wdrums,hat,Algo25,34
SiSEC08,Listener_53,music,wdrums,hat,Algo27,42
SiSEC08,Listener_53,music,wdrums,hat,Algo30,52
SiSEC08,Listener_53,music,wdrums,hat,Algo32,50
SiSEC08,Listener_53,music,wdrums,hat,Algo34,38
SiSEC08,Listener_53,music,wdrums,hat,anchor,20
SiSEC08,Listener_53,music,wdrums,kicksnare,orig,100
SiSEC08,Listener_53,music,wdrums,kicksnare,Algo8,30
SiSEC08,Listener_53,music,wdrums,kicksnare,Algo21,46
SiSEC08,Listener_53,music,wdrums,kicksnare,Algo22,36
SiSEC08,Listener_53,music,wdrums,kicksnare,Algo24,38
SiSEC08,Listener_53,music,wdrums,kicksnare,Algo25,26
SiSEC08,Listener_53,music,wdrums,kicksnare,Algo27,30
SiSEC08,Listener_53,music,wdrums,kicksnare,Algo30,44
SiSEC08,Listener_53,music,wdrums,kicksnare,Algo32,29
SiSEC08,Listener_53,music,wdrums,kicksnare,Algo34,30
SiSEC08,Listener_53,music,wdrums,kicksnare,anchor,20
SiSEC08,Listener_53,music,wdrums,bass,orig,100
SiSEC08,Listener_53,music,wdrums,bass,Algo8,40
SiSEC08,Listener_53,music,wdrums,bass,Algo21,42
SiSEC08,Listener_53,music,wdrums,bass,Algo22,48
SiSEC08,Listener_53,music,wdrums,bass,Algo24,44
SiSEC08,Listener_53,music,wdrums,bass,Algo25,36
